NM_001005484.1	NP_001005484.1
XM_011516634.2	XP_011514936.1
XM_011516635.2	XP_011514937.1
XM_017012724.1	XP_016868213.1
XM_005250642.2	XP_005250699.1
NM_001167961.2	NP_001161433.1
NM_153033.4	NP_694578.1
NM_001287061.1	NP_001273990.1
NM_001287062.1	NP_001273991.1
NM_014504.2	NP_055319.1
NM_001287060.1	NP_001273989.1
XM_005250482.3	XP_005250539.1
NM_017994.4	NP_060464.1
NM_016038.2	NP_057122.2
NM_018264.3	NP_060734.2
XM_017012392.1	XP_016867881.1
XM_011516372.2	XP_011514674.1
XM_011516010.2	XP_011514312.1
XM_011516013.2	XP_011514315.1
XM_011516014.2	XP_011514316.1
NM_015570.3	NP_056385.1
NM_001127231.2	NP_001120703.1
XM_011516012.2	XP_011514314.1
XM_011516011.2	XP_011514313.1
XM_017011951.1	XP_016867440.1
NM_001127232.2	NP_001120704.1
XM_011516018.2	XP_011514320.1
XM_011516017.2	XP_011514319.1
XM_005250257.2	XP_005250314.1
NM_022479.2	NP_071924.1
XM_011516467.2	XP_011514769.1
XM_017012521.1	XP_016868010.1
XM_011516469.2	XP_011514771.1
XM_017012677.1	XP_016868166.1
XM_017012675.1	XP_016868164.1
XM_017012676.1	XP_016868165.1
NM_031468.3	NP_113656.2
XM_011516594.2	XP_011514896.1
XM_017012678.1	XP_016868167.1
XM_017012679.1	XP_016868168.1
XM_017012680.1	XP_016868169.1
XM_017012681.1	XP_016868170.1
XM_017012682.1	XP_016868171.1
XM_017012683.1	XP_016868172.1
NM_001017440.2	NP_001017440.1
XM_011516595.1	XP_011514897.1
XM_011516596.2	XP_011514898.1
XM_011516597.2	XP_011514899.1
XM_011516599.1	XP_011514901.1
XM_017012221.1	XP_016867710.1
NM_001145440.2	NP_001138912.2
XM_011516233.2	XP_011514535.1
XM_011516230.2	XP_011514532.1
XM_011516231.2	XP_011514533.1
XM_011516232.2	XP_011514534.1
XM_017012222.1	XP_016867711.1
XM_005250726.3	XP_005250783.1
XM_005250727.3	XP_005250784.1
XM_011516730.1	XP_011515032.1
NM_001257190.2	NP_001244119.1
XM_017012853.1	XP_016868342.1
XM_017012854.1	XP_016868343.1
NM_172020.4	NP_742017.1
XM_006716196.3	XP_006716259.1
XM_011516190.2	XP_011514492.1
XM_011516189.2	XP_011514491.1
NM_198853.2	NP_942150.1
XM_011516187.2	XP_011514489.1
NM_001317815.1	NP_001304744.1
XM_017012197.1	XP_016867686.1
XM_017012933.1	XP_016868422.1
XM_006716210.3	XP_006716273.1
NM_001168347.2	NP_001161819.1
NM_148956.3	NP_683759.1
NM_001168348.2	NP_001161820.1
NM_018044.4	NP_060514.1
XM_005277604.4	XP_005277661.1
XM_011515789.2	XP_011514091.2
NM_001281450.1	NP_001268379.1
NM_178125.3	NP_835226.2
NM_001281451.1	NP_001268380.1
XM_011515788.2	XP_011514090.1
XM_011515787.1	XP_011514089.1
NM_001135211.2	NP_001128683.1
XM_017012741.1	XP_016868230.1
XM_006716153.2	XP_006716216.1
XM_017012742.1	XP_016868231.1
NM_003602.4	NP_003593.3
NM_001281304.1	NP_001268233.1
NM_003508.2	NP_003499.1
XM_017012773.1	XP_016868262.1
NM_032408.3	NP_115784.1
NM_001197244.1	NP_001184173.1
NM_001707.3	NP_001698.2
NM_001301061.1	NP_001287990.1
NM_012453.2	NP_036585.1
XM_006715923.3	XP_006715986.1
XM_011516027.2	XP_011514329.1
NM_032954.2	NP_116572.1
NM_032953.2	NP_116571.1
NM_032952.2	NP_116570.1
NM_032951.2	NP_116569.1
XM_011516278.1	XP_011514580.1
XM_011516279.1	XP_011514581.1
XM_011516277.1	XP_011514579.1
XM_017012263.1	XP_016867752.1
XM_011516281.2	XP_011514583.1
XM_017011779.1	XP_016867268.1
NM_001077621.1	NP_001071089.1
NM_032317.2	NP_115693.2
NM_001202560.2	NP_001189489.1
NM_017528.4	NP_059998.2
XM_011515779.1	XP_011514081.1
XM_006715847.1	XP_006715910.1
XM_011515778.1	XP_011514080.1
NM_004603.3	NP_004594.1
NM_001165903.1	NP_001159375.1
XM_017012567.1	XP_016868056.1
NM_148913.3	NP_683711.1
NM_001145364.2	NP_001138836.1
NM_148912.3	NP_683710.1
XM_011516590.2	XP_011514892.1
NM_001321382.1	NP_001308311.1
XM_006716144.2	XP_006716207.1
XM_011516591.1	XP_011514893.1
NM_001301058.1	NP_001287987.1
NM_001321383.1	NP_001308312.1
NM_001306.3	NP_001297.1
NM_001305.4	NP_001296.1
NM_152559.2	NP_689772.2
XM_017011777.1	XP_016867266.1
XM_017011778.1	XP_016867267.1
NM_182504.3	NP_872310.2
XM_017011741.1	XP_016867230.1
XM_011515785.2	XP_011514087.1
XM_011515868.1	XP_011514170.1
NM_001081754.2	NP_001075223.1
XM_011515876.1	XP_011514178.1
XM_011515873.1	XP_011514175.1
NM_001081753.2	NP_001075222.1
XM_011515872.1	XP_011514174.1
XM_011515877.1	XP_011514179.1
XM_011515871.1	XP_011514173.1
XM_017011814.1	XP_016867303.1
NM_001278939.1	NP_001265868.1
NM_001278915.1	NP_001265844.1
NM_000501.3	NP_000492.2
NM_001278912.1	NP_001265841.1
NM_001081755.2	NP_001075224.1
XM_005250188.1	XP_005250245.1
NM_001278916.1	NP_001265845.1
XM_011515870.1	XP_011514172.1
XM_005250187.1	XP_005250244.1
NM_001278913.1	NP_001265842.1
XM_011515869.1	XP_011514171.1
NM_001278914.1	NP_001265843.1
NM_001278917.1	NP_001265846.1
NM_001081752.2	NP_001075221.1
XM_017011813.1	XP_016867302.1
NM_001278918.1	NP_001265847.1
XM_011515874.1	XP_011514176.1
XM_011515875.1	XP_011514177.1
NM_002314.3	NP_002305.1
NM_001204426.1	NP_001191355.1
NM_022170.1	NP_071496.1
NM_031992.1	NP_114381.1
XM_011516556.1	XP_011514858.1
XM_011516557.1	XP_011514859.1
NM_032464.2	NP_115853.2
NM_014146.3	NP_054865.2
NM_032463.2	NP_115852.1
XM_011516558.2	XP_011514860.1
NM_002914.4	NP_002905.2
NM_181471.2	NP_852136.1
XM_017012493.1	XP_016867982.1
XM_006716080.2	XP_006716143.1
NM_001278792.1	NP_001265721.1
NM_001278793.1	NP_001265722.1
XM_017012492.1	XP_016867981.1
NM_001278791.1	NP_001265720.1
NM_003388.4	NP_003379.3
NM_032421.2	NP_115797.1
NM_001199207.1	NP_001186136.1
NM_016328.2	NP_057412.1
XM_017012804.1	XP_016868293.1
NM_005685.3	NP_005676.3
XM_011516713.1	XP_011515015.1
XM_017012802.1	XP_016868291.1
XM_006716182.3	XP_006716245.1
XM_006716183.3	XP_006716246.1
XM_017012805.1	XP_016868294.1
XM_017012803.1	XP_016868292.1
XM_017012934.1	XP_016868423.1
NM_032999.3	NP_127492.1
NM_033001.3	NP_127494.1
NM_001163636.2	NP_001157108.1
NM_033000.3	NP_127493.1
NM_001518.4	NP_001509.3
NM_001280800.1	NP_001267729.1
NM_000265.5	NP_000256.4
NM_173537.3	NP_775808.3
NM_001281447.1	NP_001268376.1
XM_017012574.1	XP_016868063.1
NM_001145064.2	NP_001138536.1
NM_148842.2	NP_683682.1
NM_030798.4	NP_110425.2
NM_001281441.1	NP_001268370.1
NM_001003795.2	NP_001003795.1
NM_198924.3	NP_944606.2
NM_001099415.2	NP_001092885.2
NM_001306141.1	NP_001293070.1
NM_001243198.2	NP_001230127.1
NM_005338.6	NP_005329.3
XM_011516116.2	XP_011514418.1
XM_005250305.2	XP_005250362.1
XM_017012099.1	XP_016867588.1
XM_005250304.2	XP_005250361.1
XM_017011671.1	XP_016867160.1
XM_017011672.1	XP_016867161.1
NM_006072.4	NP_006063.1
NM_002991.2	NP_002982.2
XM_011516459.2	XP_011514761.1
XM_011516460.2	XP_011514762.1
NM_001040456.1	NP_001035546.1
XM_005250511.4	XP_005250568.1
NM_001040457.1	NP_001035547.1
NM_000941.2	NP_000932.3
NM_001317803.1	NP_001304732.1
NM_031925.2	NP_114131.1
XM_017012297.1	XP_016867786.1
XM_017012298.1	XP_016867787.1
XM_011516292.2	XP_011514594.1
NM_001317787.1	NP_001304716.1
XM_011516293.2	XP_011514595.1
NM_016086.2	NP_057170.1
NM_001317785.1	NP_001304714.1
NM_001317786.1	NP_001304715.1
XM_017012296.1	XP_016867785.1
XM_017012301.1	XP_016867790.1
XM_017012302.1	XP_016867791.1
XM_011516300.1	XP_011514602.1
NM_001317789.1	NP_001304718.1
XM_017012300.1	XP_016867789.1
NM_001317788.1	NP_001304717.1
XM_017012299.1	XP_016867788.1
NM_005918.3	NP_005909.2
NM_001282403.1	NP_001269332.1
NM_001282404.1	NP_001269333.1
XM_017012884.1	XP_016868373.1
XM_017012883.1	XP_016868372.1
NM_001110199.2	NP_001103669.1
NM_001291831.1	NP_001278760.1
NM_001540.3	NP_001531.1
NM_012479.3	NP_036611.2
NM_080744.1	NP_542782.1
XM_017011750.1	XP_016867239.1
NM_001110354.1	NP_001103824.1
NM_007155.5	NP_009086.4
XM_017012586.1	XP_016868075.1
XM_017011723.1	XP_016867212.1
XM_017011724.1	XP_016867213.1
XM_017011725.1	XP_016867214.1
NM_020892.2	NP_065943.2
NM_001102594.1	NP_001096064.1
NM_001102595.1	NP_001096065.1
XM_005250131.1	XP_005250188.1
XM_005250132.1	XP_005250189.1
XM_011515772.1	XP_011514074.1
XM_011515773.2	XP_011514075.1
XM_011515774.1	XP_011514076.1
XM_011515775.1	XP_011514077.1
XM_017011728.1	XP_016867217.1
XM_017011726.1	XP_016867215.1
XM_017011727.1	XP_016867216.1
NM_001102596.1	NP_001096066.1
XM_017011730.1	XP_016867219.1
XM_017011729.1	XP_016867218.1
XM_017012886.1	XP_016868375.1
XM_005250613.4	XP_005250670.2
XM_017012885.1	XP_016868374.1
XM_005250614.2	XP_005250671.1
XM_005250612.3	XP_005250669.1
XM_006716141.3	XP_006716204.1
XM_006716140.3	XP_006716203.1
XM_017012887.1	XP_016868376.1
XM_006716211.3	XP_006716274.1
NM_152992.2	NP_694537.1
NM_012230.3	NP_036362.3
XM_017012888.1	XP_016868377.1
XM_006716212.3	XP_006716275.1
XM_011516756.2	XP_011515058.1
XM_005250742.4	XP_005250799.1
XM_005250743.4	XP_005250800.1
NM_020879.2	NP_065930.2
NM_006682.2	NP_006673.1
XM_017012344.1	XP_016867833.1
NM_017439.3	NP_059135.2
XM_011516326.2	XP_011514628.1
XM_017012343.1	XP_016867832.1
XM_011516325.2	XP_011514627.1
XM_017012347.1	XP_016867836.1
XM_017012346.1	XP_016867835.1
XM_017012348.1	XP_016867837.1
XM_017012349.1	XP_016867838.1
XM_011516330.2	XP_011514632.1
XM_017012345.1	XP_016867834.1
XM_011516327.2	XP_011514629.1
XM_017012350.1	XP_016867839.1
XM_011516331.2	XP_011514633.1
XM_011516332.2	XP_011514634.1
XM_017012351.1	XP_016867840.1
NM_002835.3	NP_002826.3
XM_006716073.3	XP_006716136.1
XM_017012474.1	XP_016867963.1
XM_005250518.2	XP_005250575.1
NM_001131008.1	NP_001124480.1
NM_001131009.1	NP_001124481.1
XM_011516444.1	XP_011514746.1
NM_198467.2	NP_940869.2
NM_032936.3	NP_116325.1
NM_001127357.1	NP_001120829.1
XM_005250508.4	XP_005250565.1
XM_005250509.4	XP_005250566.1
XM_011516422.2	XP_011514724.1
XM_006716063.3	XP_006716126.1
XM_011516423.2	XP_011514725.1
NM_020432.4	NP_065165.3
NM_001127358.1	NP_001120830.1
XM_017012458.1	XP_016867947.1
XM_017012459.1	XP_016867948.1
NM_001127359.1	NP_001120831.1
NM_001127360.1	NP_001120832.1
XM_011516424.2	XP_011514726.1
XM_017012845.1	XP_016868334.1
NM_001301128.1	NP_001288057.1
XM_017012846.1	XP_016868335.1
NM_012301.3	NP_036433.2
XM_011516718.1	XP_011515020.1
XM_017012841.1	XP_016868330.1
XM_017012842.1	XP_016868331.1
XM_017012843.1	XP_016868332.1
XM_017012844.1	XP_016868333.1
XM_017012840.1	XP_016868329.1
XM_017012849.1	XP_016868338.1
XM_017012848.1	XP_016868337.1
XM_017012847.1	XP_016868336.1
XM_011516719.2	XP_011515021.1
XM_011516720.2	XP_011515022.1
XM_011516728.1	XP_011515030.1
XM_011516726.2	XP_011515028.1
XM_017012850.1	XP_016868339.1
XM_017012852.1	XP_016868341.1
XM_017012851.1	XP_016868340.1
NM_002069.5	NP_002060.4
NM_001256414.1	NP_001243343.1
XM_011516124.2	XP_011514426.1
NM_001102386.2	NP_001095856.1
NM_001127443.1	NP_001120915.1
NM_001127444.1	NP_001120916.1
NM_001001547.2	NP_001001547.1
NM_000072.3	NP_000063.2
NM_001001548.2	NP_001001548.1
XM_005250713.1	XP_005250770.1
XM_005250714.1	XP_005250771.1
XM_005250715.4	XP_005250772.1
NM_001289908.1	NP_001276837.1
NM_001289909.1	NP_001276838.1
NM_001289911.1	NP_001276840.1
NM_006379.3	NP_006370.1
XM_005250113.2	XP_005250170.1
NM_001010932.2	NP_001010932.1
XM_011516115.2	XP_011514417.1
NM_000601.5	NP_000592.3
XM_006715956.2	XP_006716019.1
XM_017012098.1	XP_016867587.1
NM_001010933.2	NP_001010933.1
XM_017012097.1	XP_016867586.1
NM_001010931.2	NP_001010931.1
NM_001010934.2	NP_001010934.1
XM_005250574.2	XP_005250631.1
XM_005250572.2	XP_005250629.1
XM_005250573.2	XP_005250630.1
NM_000722.3	NP_000713.2
XM_011516572.2	XP_011514874.1
XM_011516571.2	XP_011514873.1
XM_005250570.2	XP_005250627.1
XM_006716118.2	XP_006716181.1
XM_006716119.3	XP_006716182.1
XM_017012588.1	XP_016868077.1
XM_006716120.3	XP_006716183.1
XM_006716121.3	XP_006716184.1
XM_011516570.2	XP_011514872.1
NM_001302890.1	NP_001289819.1
XM_017012006.1	XP_016867495.1
NM_033026.5	NP_149015.2
XM_017012007.1	XP_016867496.1
NM_014510.2	NP_055325.2
NM_012431.2	NP_036563.1
NM_001178129.1	NP_001171600.1
XM_017011673.1	XP_016867162.1
NM_006080.2	NP_006071.1
XM_005250110.3	XP_005250167.1
XM_005250111.4	XP_005250168.1
XM_006715839.3	XP_006715902.1
XM_011515734.2	XP_011514036.1
XM_017011873.1	XP_016867362.1
NM_152754.2	NP_689967.2
XM_011515960.1	XP_011514262.1
XM_011515961.2	XP_011514263.1
XM_011516088.1	XP_011514390.1
NM_000840.2	NP_000831.2
XM_017012073.1	XP_016867562.1
XM_011515918.2	XP_011514220.1
NM_001142749.2	NP_001136221.1
XM_017011844.1	XP_016867333.1
NM_152748.3	NP_689961.3
XM_006715894.3	XP_006715957.1
NM_001291990.1	NP_001278919.1
XM_011515921.1	XP_011514223.1
NM_001291991.1	NP_001278920.1
XM_017011843.1	XP_016867332.1
XM_017012865.1	XP_016868354.1
NM_021145.3	NP_066968.3
NM_001142327.1	NP_001135799.1
XM_011516735.2	XP_011515037.1
XM_011516737.1	XP_011515039.1
XM_017012866.1	XP_016868355.1
XM_017012867.1	XP_016868356.1
XM_011516739.2	XP_011515041.1
XM_017012868.1	XP_016868357.1
XM_017012870.1	XP_016868359.1
XM_017012869.1	XP_016868358.1
NM_001142326.1	NP_001135798.1
XM_017012871.1	XP_016868360.1
XM_017012872.1	XP_016868361.1
XM_017012873.1	XP_016868362.1
XM_017012874.1	XP_016868363.1
XM_017012875.1	XP_016868364.1
XM_017012876.1	XP_016868365.1
XM_017012877.1	XP_016868366.1
XM_017012878.1	XP_016868367.1
XM_017012617.1	XP_016868106.1
XM_017012618.1	XP_016868107.1
NM_024315.2	NP_077291.1
XM_005250589.3	XP_005250646.1
XM_017012616.1	XP_016868105.1
XM_005250586.3	XP_005250643.1
XM_005250587.4	XP_005250644.1
XM_005250588.3	XP_005250645.1
NM_001143935.1	NP_001137407.1
NM_021151.3	NP_066974.2
XM_011516337.2	XP_011514639.1
NM_001243745.1	NP_001230674.1
XM_017012370.1	XP_016867859.1
XM_011516310.2	XP_011514612.2
XM_011516312.2	XP_011514614.2
XM_011516311.2	XP_011514613.2
XM_011516309.2	XP_011514611.2
XM_011516308.2	XP_011514610.2
XM_017012323.1	XP_016867812.1
XM_011516315.2	XP_011514617.2
XM_011516313.2	XP_011514615.1
NM_018850.2	NP_061338.1
NM_000443.3	NP_000434.1
NM_018849.2	NP_061337.1
NM_000927.4	NP_000918.2
NM_138290.2	NP_612147.1
XM_011515826.1	XP_011514128.1
XM_011515827.1	XP_011514129.1
NM_001134405.1	NP_001127877.1
XM_005250156.2	XP_005250213.1
NM_001134406.1	NP_001127878.1
XM_017011761.1	XP_016867250.1
XM_017011762.1	XP_016867251.1
XM_017011763.1	XP_016867252.1
XM_011515828.2	XP_011514130.1
XM_011515829.2	XP_011514131.1
XM_017011765.1	XP_016867254.1
XM_017011766.1	XP_016867255.1
XM_005250158.2	XP_005250215.1
XM_017011764.1	XP_016867253.1
NM_018843.3	NP_061331.2
NM_006716.3	NP_006707.1
NM_001318060.1	NP_001304989.1
NM_001318061.1	NP_001304990.1
NM_001318062.1	NP_001304991.1
XM_017012337.1	XP_016867826.1
XM_017012333.1	XP_016867822.1
NM_001324421.1	NP_001311350.1
XM_017012330.1	XP_016867819.1
XM_017012329.1	XP_016867818.1
XM_017012334.1	XP_016867823.1
XM_017012335.1	XP_016867824.1
XM_017012339.1	XP_016867828.1
XM_011516318.1	XP_011514620.1
NM_001324418.1	NP_001311347.1
NM_001324420.1	NP_001311349.1
XM_011516322.1	XP_011514624.1
XM_017012332.1	XP_016867821.1
NM_021723.4	NP_068369.1
XM_011516323.1	XP_011514625.1
XM_017012336.1	XP_016867825.1
NM_021722.5	NP_068368.2
NM_016351.5	NP_057435.2
XM_011516319.2	XP_011514621.1
NM_001324419.1	NP_001311348.1
XM_017012338.1	XP_016867827.1
XM_017012331.1	XP_016867820.1
NM_001324417.1	NP_001311346.1
NM_004194.4	NP_004185.1
NM_021721.4	NP_068367.1
XM_006716029.3	XP_006716092.1
XM_006716028.3	XP_006716091.1
XM_011516320.2	XP_011514622.1
XM_011516321.2	XP_011514623.1
XM_005250445.3	XP_005250502.1
XM_011516324.1	XP_011514626.1
XM_017012340.1	XP_016867829.1
XM_017012341.1	XP_016867830.1
XM_011516528.1	XP_011514830.1
NM_198901.1	NP_944490.1
NM_003130.3	NP_003121.1
NM_001256892.1	NP_001243821.1
NM_001256891.1	NP_001243820.1
NM_001205316.1	NP_001192245.1
NM_024636.3	NP_078912.2
NM_001205315.1	NP_001192244.1
NM_181646.3	NP_857597.1
NM_152706.3	NP_689919.1
XM_011515904.2	XP_011514206.1
NM_012449.2	NP_036581.1
XM_017011958.1	XP_016867447.1
NM_001244946.1	NP_001231875.1
NM_001040666.1	NP_001035756.1
XM_017011956.1	XP_016867445.1
XM_017011957.1	XP_016867446.1
NM_001244945.1	NP_001231874.1
XM_017011955.1	XP_016867444.1
NM_001040665.1	NP_001035755.1
NM_152999.3	NP_694544.2
XM_017011953.1	XP_016867442.1
XM_017011954.1	XP_016867443.1
NM_001244944.1	NP_001231873.1
XM_006715921.3	XP_006715984.1
XM_011516577.2	XP_011514879.1
XM_017012625.1	XP_016868114.1
XM_017012628.1	XP_016868117.1
XM_017012632.1	XP_016868121.1
XM_017012624.1	XP_016868113.1
XM_011516578.2	XP_011514880.1
NM_001039706.2	NP_001034795.2
XM_017012626.1	XP_016868115.1
XM_017012630.1	XP_016868119.1
XM_017012627.1	XP_016868116.1
NM_001160138.1	NP_001153610.1
XM_017012641.1	XP_016868130.1
XM_005250600.3	XP_005250657.1
XM_011516579.1	XP_011514881.1
XM_017012642.1	XP_016868131.1
XM_017012629.1	XP_016868118.1
XM_017012631.1	XP_016868120.1
XM_017012633.1	XP_016868122.1
XM_017012634.1	XP_016868123.1
XM_017012635.1	XP_016868124.1
XM_017012636.1	XP_016868125.1
XM_017012637.1	XP_016868126.1
XM_017012638.1	XP_016868127.1
XM_017012639.1	XP_016868128.1
XM_017012640.1	XP_016868129.1
NM_033107.3	NP_149098.2
NM_001042717.2	NP_001036182.1
NM_001185072.2	NP_001172001.1
NM_001185073.2	NP_001172002.1
NM_012129.4	NP_036261.1
XM_017012892.1	XP_016868381.1
XM_017012893.1	XP_016868382.1
XM_017012894.1	XP_016868383.1
XM_017012889.1	XP_016868378.1
XM_017012891.1	XP_016868380.1
XM_017012890.1	XP_016868379.1
XM_011516764.2	XP_011515066.1
NM_001287135.1	NP_001274064.1
XM_011516306.2	XP_011514608.1
XM_011516307.2	XP_011514609.1
XM_005250436.3	XP_005250493.1
NM_012395.3	NP_036527.1
XM_017012320.1	XP_016867809.1
XM_017012321.1	XP_016867810.1
XM_017012322.1	XP_016867811.1
XM_005250438.3	XP_005250495.1
XM_005250439.2	XP_005250496.1
NM_001287136.1	NP_001274065.1
NM_001287137.1	NP_001274066.1
NM_003505.1	NP_003496.1
XM_005250593.3	XP_005250650.1
XM_006716126.3	XP_006716189.1
NM_006980.4	NP_008911.1
XM_017012620.1	XP_016868109.1
NM_001301134.1	NP_001288063.1
NM_001301135.1	NP_001288064.1
XM_017011644.1	XP_016867133.1
XM_017011646.1	XP_016867135.1
XM_017011649.1	XP_016867138.1
NM_005751.4	NP_005742.4
NM_147185.2	NP_671714.1
XM_017011642.1	XP_016867131.1
XM_017011652.1	XP_016867141.1
XM_017011643.1	XP_016867132.1
XM_017011648.1	XP_016867137.1
XM_017011650.1	XP_016867139.1
XM_017011651.1	XP_016867140.1
XM_017011654.1	XP_016867143.1
XM_017011647.1	XP_016867136.1
XM_017011653.1	XP_016867142.1
XM_017011645.1	XP_016867134.1
XM_017011655.1	XP_016867144.1
XM_017011656.1	XP_016867145.1
XM_017011657.1	XP_016867146.1
XM_017011660.1	XP_016867149.1
XM_017011658.1	XP_016867147.1
XM_017011659.1	XP_016867148.1
NM_000786.3	NP_000777.1
NM_001146152.1	NP_001139624.1
NM_001161528.1	NP_001155000.1
NM_001013406.1	NP_001013424.1
XM_017012755.1	XP_016868244.1
XM_017012756.1	XP_016868245.1
XM_017012757.1	XP_016868246.1
NM_004912.3	NP_004903.2
NM_194455.1	NP_919437.1
NM_194456.1	NP_919438.1
NM_194454.1	NP_919436.1
XM_005250660.3	XP_005250717.1
XM_005250662.3	XP_005250719.1
XM_005250665.3	XP_005250722.1
XM_005250666.3	XP_005250723.1
XM_005250667.2	XP_005250724.1
XM_005250668.3	XP_005250725.1
XM_005250669.3	XP_005250726.1
XM_006716161.3	XP_006716224.1
XM_006716162.3	XP_006716225.1
XM_006716163.3	XP_006716226.1
XM_011516651.2	XP_011514953.1
XM_011516653.2	XP_011514955.1
XM_011516654.2	XP_011514956.1
XM_011516655.2	XP_011514957.1
XM_011516656.2	XP_011514958.1
XM_011516657.2	XP_011514959.1
XM_011516658.2	XP_011514960.1
XM_011516659.2	XP_011514961.1
XM_011516660.2	XP_011514962.1
XM_011516661.2	XP_011514963.1
XM_017012758.1	XP_016868247.1
XM_017012759.1	XP_016868248.1
NM_019004.1	NP_061877.1
XM_005250458.3	XP_005250515.1
XM_011516334.1	XP_011514636.1
XM_017012359.1	XP_016867848.1
XM_011516335.2	XP_011514637.1
XM_017012360.1	XP_016867849.1
XM_017011679.1	XP_016867168.1
NM_001317905.1	NP_001304834.1
NM_021167.4	NP_066990.3
NM_001130925.1	NP_001124397.1
NM_014590.3	NP_055405.3
NM_001282677.1	NP_001269606.1
NM_000466.2	NP_000457.1
NM_001282678.1	NP_001269607.1
XM_017012319.1	XP_016867808.1
NM_032120.3	NP_115496.2
XM_006716150.3	XP_006716213.1
XM_006716149.3	XP_006716212.1
XM_005250636.4	XP_005250693.1
XM_017012709.1	XP_016868198.1
NM_152789.3	NP_690002.2
NM_001288584.1	NP_001275513.1
XM_011516004.2	XP_011514306.1
NM_001040057.2	NP_001035146.1
XM_011516005.2	XP_011514307.1
NM_001145306.1	NP_001138778.1
NM_001259.6	NP_001250.1
XM_006715835.2	XP_006715898.1
NM_001193307.1	NP_001180236.1
NM_017654.3	NP_060124.2
XM_017011822.1	XP_016867311.1
XM_017011823.1	XP_016867312.1
NM_152703.3	NP_689916.2
XM_005250193.3	XP_005250250.1
XM_006715890.1	XP_006715953.1
NM_001303496.1	NP_001290425.1
NM_001303498.1	NP_001290427.1
NM_001303500.1	NP_001290429.1
NM_001303497.1	NP_001290426.1
XM_011515903.2	XP_011514205.1
NM_001288810.1	NP_001275739.1
NM_001039372.2	NP_001034461.1
NM_001288804.1	NP_001275733.1
NM_198151.2	NP_937794.1
XM_011516000.2	XP_011514302.1
XM_011516001.1	XP_011514303.1
NM_017667.3	NP_060137.2
XM_011516396.2	XP_011514698.1
NM_024553.2	NP_078829.1
NM_001257998.1	NP_001244927.1
XM_011516395.2	XP_011514697.1
XM_017012412.1	XP_016867901.1
NM_001164737.1	NP_001158209.1
NM_001164738.1	NP_001158210.1
NM_001742.3	NP_001733.1
NM_001271003.1	NP_001257932.1
NM_006528.3	NP_006519.1
NM_001271004.1	NP_001257933.1
XM_017012009.1	XP_016867498.1
NM_021955.3	NP_068774.1
NM_004126.3	NP_004117.1
NM_001317739.1	NP_001304668.1
NM_005868.5	NP_005859.1
NM_000089.3	NP_000080.2
XM_011516495.2	XP_011514797.1
NM_022900.4	NP_075051.4
XM_006716093.3	XP_006716156.2
XM_006716092.3	XP_006716155.1
XM_017012546.1	XP_016868035.1
XM_017012547.1	XP_016868036.1
NM_001099400.1	NP_001092870.1
NM_001301139.1	NP_001288068.1
XM_017012764.1	XP_016868253.1
NM_003919.2	NP_003910.1
NM_001099401.1	NP_001092871.1
XM_005250677.4	XP_005250734.1
XM_005250675.4	XP_005250732.1
XM_017012766.1	XP_016868255.1
XM_017012765.1	XP_016868254.1
XM_017012769.1	XP_016868258.1
XM_017012768.1	XP_016868257.1
XM_011516666.2	XP_011514968.1
XM_011516665.2	XP_011514967.1
XM_011516664.2	XP_011514966.1
XM_011516663.2	XP_011514965.1
XM_017012763.1	XP_016868252.1
XM_011516667.2	XP_011514969.1
XM_017012767.1	XP_016868256.1
XM_011516669.2	XP_011514971.1
XM_017012770.1	XP_016868259.1
NM_001172437.2	NP_001165908.1
NM_001172438.2	NP_001165909.1
NM_001184961.1	NP_001171890.1
NM_001184962.1	NP_001171891.1
NM_015068.3	NP_055883.2
NM_001040152.1	NP_001035242.1
XM_011516380.1	XP_011514682.1
XM_011516381.1	XP_011514683.1
XM_011516382.2	XP_011514684.1
XM_011516383.1	XP_011514685.1
XM_017012395.1	XP_016867884.1
XM_017012397.1	XP_016867886.1
XM_017012394.1	XP_016867883.1
XM_017012404.1	XP_016867893.1
NM_001166160.1	NP_001159632.1
XM_017012401.1	XP_016867890.1
XM_017012396.1	XP_016867885.1
XM_017012398.1	XP_016867887.1
XM_011516389.1	XP_011514691.1
XM_017012400.1	XP_016867889.1
NM_001166162.1	NP_001159634.1
